YM,JOIN_SN,JOIN_SN_TYP,BIZ_SN,SCTR_CD,SCR_TCH_SN,LN_AMT
201807,250349,3,109734,01,21882,900000
202006,1437721,3,152180,01,13143,100000
201907,1167202,3,127783,01,10488,2000000
201905,19570,3,169811,01,9433,3000000
201905,1219769,3,33480,01,22521,200000
201905,1150988,3,130731,01,5701,3000000
201901,493504,3,67000,01,3692,300000
202004,0,1,91616,01,24478,100000
202004,0,1,24457,01,17227,100000
201910,233483,3,9080,01,28549,200000
201902,289810,3,82649,01,27691,600000
201909,1275870,3,76318,01,22981,400000
202006,1879475,3,83320,01,26613,3000000
201910,1189136,3,13699,01,23340,700000
201904,1223564,3,183909,01,18890,200000
201907,133481,3,165022,01,6345,60000
201808,216288,3,126736,01,29423,4000
201911,1437721,3,152180,01,22207,100000
201911,1183266,3,117831,01,19636,500000
201806,210882,3,174288,01,2144,700000
201812,0,1,117863,01,12294,100000
201811,210882,3,174288,01,12156,500000
202001,1442677,3,30396,01,30443,400000
201910,133481,3,165022,01,6345,50000
201907,704005,3,190305,01,11048,50000
201811,1849960,3,27790,01,8195,3000000
201808,875454,3,100999,01,18185,100000
201907,1879475,3,83320,01,5377,3000000
201911,1442677,3,30396,01,19477,3000000
201903,180996,3,132466,01,27561,70000
201905,315491,3,89268,01,16873,3000000
202006,1616405,3,13836,01,16180,300000
201901,1117647,3,134963,01,25015,90000
202002,1876407,3,185738,01,21024,1000000
202003,315491,3,89268,01,18035,3000000
201902,311918,3,78293,01,17539,1000000
201903,1732432,3,42420,01,16045,200000
201904,315491,3,89268,01,16873,3000000
201905,1117647,3,134963,01,25015,90000
201810,1522763,3,80812,01,702,500000
201905,12986,3,74655,01,11603,900000
202003,353791,3,35435,01,21530,400000
201906,1306106,3,10509,01,28487,300000
202002,691606,3,151141,01,5205,1000000
201809,1335817,3,23048,01,25724,500000
201904,1702363,3,8672,01,24611,100000
201910,430058,3,6100,01,19109,100000
201906,1567267,3,102915,01,13784,3000000
201908,0,1,153495,01,16831,100000
201904,691606,3,151141,01,6412,200000
201912,1883438,3,41482,01,6859,40000
202004,449121,3,26043,01,6035,3000000
201903,1876407,3,185738,01,28333,600000
201908,1879475,3,83320,01,29583,600000
201903,0,1,131948,01,7827,100000
202005,112982,3,87224,01,22708,2000000
202002,1191712,3,87775,01,24332,100000
201809,1616734,3,117149,01,2881,1000000
201902,0,1,32627,01,234,100000
201908,468256,3,69328,01,540,3000000
202002,1183266,3,117831,01,19636,500000
202003,1438325,3,147770,01,22099,100000
201910,504150,3,66676,01,19072,1000000
202006,1442677,3,30396,01,19477,3000000
201807,1306106,3,10509,01,30107,3000000
202004,1732140,3,123453,01,5975,80000
201808,1522763,3,80812,01,702,400000
201903,1879475,3,83320,01,5377,2000000
201806,1471772,3,162173,01,8010,200000
202001,1518788,3,169864,01,10039,20000
201912,1876407,3,185738,01,12303,100000
201903,1442677,3,30396,01,30326,3000000
201906,1244695,3,193547,01,5716,900000
202006,315491,3,89268,01,18035,3000000
201912,0,1,169840,01,14748,100000
201911,335556,3,90260,01,4071,400000
202001,1191712,3,87775,01,26075,400000
201904,1938823,3,86662,01,27544,3000000
202005,1165662,3,14662,01,26550,1000000
201907,1335817,3,23048,01,25724,700000
201907,627538,3,71652,01,24780,300000
201902,1732432,3,42420,01,16045,200000
201807,1732140,3,123453,01,13020,600000
201905,449121,3,26043,01,30222,3000000
201912,112982,3,87224,01,25252,2000000
202003,0,1,165120,01,471,100000
201906,1690394,3,77537,01,29057,400000
201901,1475750,3,138042,01,4446,400000
202006,112982,3,87224,01,22708,2000000
201912,335659,3,139033,01,11662,200000
201810,1338382,3,193593,01,1905,300000
201807,1244695,3,193547,01,16059,400000
202003,0,1,175641,01,22845,100000
201903,0,1,115485,01,31412,10000
201912,1173610,3,8347,01,2281,3000000
201903,554859,3,123633,01,19771,1000000
201902,0,1,115334,01,28567,100000
201807,0,1,113540,01,5050,100000
201907,0,1,61938,01,16069,100000
201906,449121,3,26043,01,30222,3000000
201903,0,1,29609,01,10937,100000
201903,743651,3,187994,01,17355,200000
202003,1189136,3,13699,01,3608,700000
201912,468256,3,69328,01,540,3000000
202001,1738590,3,107601,01,12924,500000
202005,1189136,3,13699,01,27549,100000
201909,1579790,3,23981,01,25332,400000
201906,1849960,3,27790,01,8195,3000000
201812,1471772,3,162173,01,18965,2000000
202004,1709752,3,139626,01,11441,1000000
202004,686922,3,104851,01,26562,100000
202005,704005,3,190305,01,32255,100000
201909,1150988,3,130731,01,5701,3000000
201908,1732140,3,123453,01,5975,100000
201905,0,1,47992,01,27711,90000
201810,1475750,3,138042,01,4446,400000
201907,0,1,131948,01,7827,100000
201905,1521296,3,183826,01,4863,100000
201902,1781911,3,179060,01,21445,3000000
202004,1522763,3,80812,01,13704,500000
201904,1455632,3,32748,01,15575,3000000
201901,1438325,3,147770,01,11799,100000
201907,1441434,3,112026,01,25296,300000
201811,493504,3,67000,01,25415,300000
201903,1438325,3,147770,01,11799,100000
201811,1567267,3,102915,01,11312,2000000
201902,1312871,3,108813,01,20600,1000000
201911,0,1,72036,01,17311,100000
202003,0,1,72317,01,11780,100000
202002,1762179,3,80453,01,27661,40000
201812,1690394,3,77537,01,22742,900000
201811,1567267,3,102915,01,13784,3000000
202005,0,1,176302,01,31886,100000
201808,1471772,3,162173,01,32359,200000
201907,755861,3,112373,01,2443,50000
201907,1913925,3,179490,01,23099,300000
201808,135631,3,117416,01,15674,200000
201911,1312871,3,108813,01,16287,1000000
202002,139696,3,56559,01,28534,200000
201812,1649649,3,117102,01,14492,80000
202006,295232,3,37868,01,9647,400000
201903,875454,3,100999,01,4220,3000000
201912,449121,3,26043,01,30070,2000000
201908,295232,3,37868,01,6041,60000
202006,208269,3,192905,01,14880,400000
202003,0,1,115485,01,11019,2000
202002,0,1,24457,01,17227,100000
201906,500108,3,83502,01,8965,200000
202004,1117647,3,134963,01,18109,90000
201905,0,1,194014,01,20498,100000
202003,1732140,3,123453,01,14018,100000
201908,1442677,3,30396,01,30326,3000000
201910,0,1,103045,01,32370,40000
201912,180996,3,132466,01,18458,60000
202005,1475974,3,129270,01,7737,800000
201906,1879475,3,83320,01,5377,3000000
201807,1275870,3,76318,01,3222,400000
201906,691606,3,151141,01,27757,200000
201908,875454,3,100999,01,12297,3000000
202004,641686,3,33784,01,33084,50000
201910,1244695,3,193547,01,2588,300000
201909,1116429,3,60053,01,13953,30000
201902,1209288,3,138906,01,18427,1000000
201908,1913925,3,179490,01,23099,300000
201912,1567267,3,102915,01,13784,3000000
201907,0,1,130258,01,16649,100000
201902,0,1,47992,01,27711,100000
202006,19570,3,169811,01,4581,2000000
202003,196874,3,47159,01,19894,900000
201807,449121,3,26043,01,19216,600000
202004,1471772,3,162173,01,4350,300000
201810,1616734,3,117149,01,2881,1000000
202002,1335817,3,23048,01,22152,700000
201904,1030620,3,102964,01,10400,200000
201911,1732432,3,42420,01,16045,90000
201807,474852,3,138364,01,17404,200000
201908,0,1,115334,01,21614,80000
202006,1150988,3,130731,01,10598,3000000
201911,1876407,3,185738,01,21024,1000000
201812,1616734,3,117149,01,2881,1000000
201808,371455,3,15963,01,14513,60000
202005,1306106,3,10509,01,31784,300000
201809,133481,3,165022,01,21564,100000
201906,363310,3,182108,01,9131,400000
202001,573468,3,54149,01,17248,2000000
201905,0,1,61938,01,16069,100000
202003,365625,3,33824,01,20713,20000
201807,233483,3,9080,01,7960,200000
201912,0,1,101852,01,8955,100000
201902,1475750,3,138042,01,14064,2000000
202001,12986,3,74655,01,6701,900000
201904,371455,3,15963,01,14513,50000
202005,1189986,3,193712,01,10660,90000
201905,0,1,88618,01,9959,100000
201810,0,1,159100,01,14507,100000
201905,1567267,3,102915,01,13784,3000000
201902,208269,3,192905,01,20936,100000
202006,0,1,143857,01,27723,70000
201905,335556,3,90260,01,18784,400000
201807,320986,3,118533,01,31955,90000
201806,1209288,3,138906,01,18427,1000000
202001,493504,3,67000,01,3822,300000
201909,112982,3,87224,01,25252,2000000
202004,39565,3,80401,01,7748,60000
201905,1047379,3,130855,01,32888,20000
201810,242153,3,43141,01,28137,2000000
201911,0,1,101852,01,8955,100000
201809,493504,3,67000,01,25415,300000
201907,1442677,3,30396,01,30443,500000
201810,0,1,184203,01,32115,100000
201912,1183266,3,117831,01,19636,500000
201812,1335817,3,23048,01,25724,500000
201810,556939,3,86293,01,19361,400000
201912,289810,3,82649,01,31720,3000000
202001,196874,3,47159,01,19894,900000
202005,1475750,3,138042,01,10877,300000
201812,1244695,3,193547,01,5716,900000
201906,948786,3,131184,01,25106,80000
201806,353791,3,35435,01,14985,100000
201806,363310,3,182108,01,19009,500000
201912,1471772,3,162173,01,22510,2000000
201904,0,1,47992,01,27711,90000
202003,1475974,3,129270,01,19448,800000
201806,1879475,3,83320,01,6526,1000000
201912,1616405,3,13836,01,16180,300000
201902,0,1,88618,01,32253,100000
201812,1047379,3,130855,01,32488,10000
202003,1030620,3,102964,01,2384,200000
201905,208269,3,192905,01,4653,300000
201810,210882,3,174288,01,12156,500000
201903,1567267,3,102915,01,13784,3000000
202005,1717467,3,87364,01,7013,200000
201911,1244695,3,193547,01,2588,400000
201909,1173610,3,8347,01,27463,3000000
201905,219940,3,34207,01,404,200000
201909,1732140,3,123453,01,5975,100000
201905,1438325,3,147770,01,11799,100000
201911,554859,3,123633,01,627,700000
201901,955318,3,14127,01,29945,200000
202004,1732140,3,123453,01,13145,500000
202001,1165662,3,14662,01,27395,400000
201810,1030620,3,102964,01,10400,200000
201907,0,1,29609,01,10937,100000
201902,12986,3,74655,01,11603,700000
202002,242153,3,43141,01,10883,700000
202001,0,1,88618,01,9959,100000
201809,504150,3,66676,01,13616,1000000
202004,1876407,3,185738,01,21024,1000000
202005,158430,3,188071,01,24588,200000
201812,1141991,3,11644,01,13162,90000
201808,1244695,3,193547,01,2836,600000
201904,289810,3,82649,01,27691,600000
201907,608927,3,72973,01,33448,700000
201912,0,1,104600,01,33583,100000
202005,0,1,104600,01,33583,100000
201911,474852,3,138364,01,10046,200000
201810,0,1,88618,01,32253,100000
201905,1191712,3,87775,01,29948,600000
201812,327705,3,110157,01,25051,20000
201911,1879475,3,83320,01,26613,3000000
201902,602546,3,124133,01,16401,700000
202006,1475750,3,138042,01,838,300000
201911,1475750,3,138042,01,838,100000
201905,1781911,3,179060,01,21445,3000000
201808,1167202,3,127783,01,8452,1000000
201902,1117647,3,134963,01,15197,1000000
201905,1141991,3,11644,01,13162,90000
201911,1117647,3,134963,01,18109,90000
201809,1732140,3,123453,01,13020,600000
201909,500108,3,83502,01,8965,100000
201901,0,1,8951,01,25866,100000
201812,353791,3,35435,01,30798,500000
202003,641496,3,115401,01,6506,200000
201808,1384429,3,115404,01,23892,400000
202005,16350,3,143363,01,22292,600000
201807,1760166,3,36233,01,6596,1000000
201901,1732140,3,123453,01,23260,700000
201909,1222502,3,170213,01,31567,500000
201908,1732140,3,123453,01,14163,200000
201912,135631,3,117416,01,8918,100000
201907,1938823,3,86662,01,27155,400000
201810,0,1,131948,01,26326,100000
201809,1690394,3,77537,01,22742,900000
201906,219940,3,34207,01,404,200000
202005,1030620,3,102964,01,2384,200000
201908,743651,3,187994,01,17355,200000
201906,0,1,131948,01,7827,100000
201910,641496,3,115401,01,32399,300000
202004,210882,3,174288,01,4622,400000
202006,1649649,3,117102,01,32135,500000
201811,1781911,3,179060,01,21445,3000000
202001,1732140,3,123453,01,13145,500000
202002,0,1,94253,01,13167,100000
202003,0,1,104624,01,19685,100000
202002,0,1,117863,01,24952,100000
201911,250349,3,109734,01,24587,1000000
201907,123859,3,109168,01,20097,800000
202004,1442677,3,30396,01,30443,400000
202005,1732432,3,42420,01,16045,90000
202003,0,1,184203,01,32115,100000
201910,1117647,3,134963,01,15197,1000000
201908,691606,3,151141,01,5205,1000000
201811,0,1,131948,01,26326,100000
202001,991472,3,125413,01,1370,1000000
201809,1781911,3,179060,01,21445,3000000
201810,1732140,3,123453,01,23260,700000
202005,1005876,3,162657,01,21896,80000
202004,143980,3,112656,01,30595,9000
202003,0,1,16181,01,31455,50000
201809,1209288,3,138906,01,18427,1000000
201905,289810,3,82649,01,10125,3000000
201808,380759,3,143823,01,32605,500000
202001,0,1,72317,01,11780,100000
201911,19570,3,169811,01,9433,3000000
201910,1183266,3,117831,01,19636,500000
202004,1315799,3,1785,01,13324,400000
201812,1116429,3,60053,01,8884,20000
201902,1732140,3,123453,01,13020,600000
201912,1938823,3,86662,01,12185,400000
202002,743651,3,187994,01,19240,200000
201906,295232,3,37868,01,6041,60000
202005,1315799,3,1785,01,13324,500000
201808,1879475,3,83320,01,11451,200000
201807,380759,3,143823,01,4906,300000
201903,1521296,3,183826,01,4863,100000
201807,353791,3,35435,01,14985,100000
201907,16350,3,143363,01,11715,600000
202003,0,1,27166,01,6405,80000
202006,1044027,3,37350,01,16242,3000000
201811,0,1,115334,01,28567,100000
201903,1616734,3,117149,01,2881,1000000
201907,1116429,3,60053,01,13953,30000
201911,0,1,47992,01,27711,70000
201809,0,1,195138,01,4864,100000
201810,1579790,3,23981,01,12893,200000
201912,315491,3,89268,01,10189,3000000
201910,365625,3,33824,01,20713,10000
201909,1876407,3,185738,01,21024,1000000
201906,1913925,3,179490,01,23099,300000
201811,608927,3,72973,01,15441,700000
201908,133481,3,165022,01,6345,60000
202006,1189136,3,13699,01,3608,700000
201907,380759,3,143823,01,32605,500000
202001,210882,3,174288,01,4622,400000
201912,0,1,32627,01,4334,100000
202002,1702363,3,8672,01,8710,100000
201904,1442677,3,30396,01,30326,3000000
201905,704005,3,190305,01,11048,30000
202003,0,1,47992,01,27711,50000
201812,0,1,47992,01,27711,100000
202003,0,1,29609,01,22740,100000
202003,0,1,153495,01,62,100000
201811,602546,3,124133,01,33590,2000000
201911,1475974,3,129270,01,19448,800000
201908,1338382,3,193593,01,1905,300000
201912,449121,3,26043,01,6035,3000000
201811,112982,3,87224,01,29268,2000000
201909,743651,3,187994,01,17355,200000
201807,242153,3,43141,01,28137,1000000
201809,0,1,104600,01,13485,100000
202004,1141991,3,11644,01,16542,90000
201810,327705,3,110157,01,25051,30000
202004,0,1,155902,01,19746,100000
201904,468256,3,69328,01,540,3000000
201910,1875215,3,143472,01,8053,1000000
201806,123859,3,109168,01,12407,800000
201807,1732140,3,123453,01,27994,100000
201809,0,1,165120,01,19594,100000
201907,208269,3,192905,01,23825,200000
201910,686922,3,104851,01,26562,100000
201903,0,1,153218,01,23606,10000
201906,1438325,3,147770,01,11799,100000
202004,315491,3,89268,01,18035,3000000
201908,0,1,169840,01,14748,100000
202005,1223564,3,183909,01,21012,200000
201901,1876407,3,185738,01,12303,1000
202006,0,1,101852,01,8955,100000
202003,1141991,3,11644,01,14862,80000
202004,353791,3,35435,01,21530,400000
201907,1883438,3,41482,01,6859,50000
202005,335659,3,139033,01,11662,200000
201811,0,1,86782,01,5050,100000
201909,0,1,93980,01,22591,100000
201807,1030620,3,102964,01,19770,100000
202002,1455632,3,32748,01,15575,300000
201902,210882,3,174288,01,18883,1000000
201902,353791,3,35435,01,30798,400000
201811,1732140,3,123453,01,27994,100000
201807,1141991,3,11644,01,13162,90000
201912,430058,3,6100,01,19109,100000
201808,289810,3,82649,01,27691,600000
201908,0,1,175641,01,22845,100000
201910,0,1,159100,01,9934,100000
201903,691606,3,151141,01,6412,200000
201905,1191712,3,87775,01,26075,400000
202001,1223564,3,183909,01,17940,200000
201810,250349,3,109734,01,21882,900000
201906,363310,3,182108,01,7133,800000
201808,47029,3,60029,01,6194,900000
202003,556939,3,86293,01,19361,400000
201901,474852,3,138364,01,17404,200000
202005,63347,3,177822,01,6011,500000
201812,1117647,3,134963,01,15197,1000000
202005,1047379,3,130855,01,4686,900000
202006,651358,3,69267,01,27084,200000
201807,216288,3,126736,01,29423,4000
201811,19570,3,169811,01,16227,1000000
202006,1222502,3,170213,01,31567,500000
201812,556939,3,86293,01,8306,300000
201902,1141991,3,11644,01,13162,90000
201908,1619156,3,158716,01,28806,3000000
201903,1732140,3,123453,01,14163,200000
201912,1781911,3,179060,01,5723,3000000
201910,0,1,195138,01,4864,100000
202006,438263,3,148462,01,17928,400000
201909,0,1,153218,01,23606,10000
201809,1938823,3,86662,01,27544,3000000
201904,602546,3,124133,01,24518,2000000
201811,258076,3,75502,01,32239,400000
201907,242153,3,43141,01,13520,3000000
202004,0,1,29609,01,22740,100000
201906,743651,3,187994,01,17355,200000
201902,1219769,3,33480,01,22521,100000
201904,112982,3,87224,01,25252,2000000
201901,151050,3,79699,01,11022,80000
202004,0,1,36830,01,19977,40000
201904,1521296,3,183826,01,4863,100000
201909,691606,3,151141,01,5205,1000000
201906,1189136,3,13699,01,23340,600000
201903,504150,3,66676,01,19072,1000000
202005,1521296,3,183826,01,22006,100000
202005,0,1,132448,01,18180,90000
202001,0,1,58612,01,21856,20000
202003,1571462,3,150733,01,2572,200000
201806,112982,3,87224,01,29268,2000000
202002,233600,3,34667,01,12907,2000000
201907,289810,3,82649,01,10125,3000000
202003,210882,3,174288,01,18883,1000000
202002,335659,3,139033,01,11662,200000
202001,1441093,3,77701,01,1663,80000
202001,0,1,115334,01,21614,50000
202004,295232,3,37868,01,6406,60000
202002,1306106,3,10509,01,33057,3000000
201811,500108,3,83502,01,27526,3000000
